,class_id,sale_date,holidays,holiday_importance,weekend,length,workday,sale_quantity
1220,291086,2016-06-01,2,0,8,30,20,668
1221,291086,2016-07-01,0,0,10,31,21,808
1222,291086,2016-08-01,0,0,8,31,23,789
1223,291086,2016-09-01,2,3,8,30,20,836
1224,291086,2016-10-01,5,3,10,31,16,714
1225,291086,2016-11-01,0,0,8,30,22,724
1226,291086,2016-12-01,0,0,9,31,22,1232
1227,291086,2017-01-01,4,1,9,31,18,611
1228,291086,2017-02-01,2,1,8,28,18,507
1229,291086,2017-03-01,0,0,8,31,23,554
1230,291086,2017-04-01,2,0,10,30,18,555
1231,291086,2017-05-01,3,2,8,31,20,903
1232,291086,2017-06-01,0,0,8,30,22,949
1233,291086,2017-07-01,0,0,10,31,21,629
1234,291086,2017-08-01,0,0,8,31,23,386
1235,291086,2017-09-01,0,0,9,30,21,376
1236,291086,2017-10-01,5,3,9,31,17,320
1237,291514,2012-09-01,0,0,10,30,20,5
1238,291514,2012-10-01,5,3,8,31,18,0
1239,291514,2012-11-01,0,0,8,30,22,0
1240,291514,2012-12-01,0,0,10,31,21,10
1241,291514,2013-01-01,3,1,8,31,20,30
1242,291514,2013-02-01,5,1,8,28,15,50
1243,291514,2013-03-01,0,0,10,31,21,45
1244,291514,2013-04-01,4,0,8,30,18,20
1245,291514,2013-05-01,1,2,8,31,22,70
1246,291514,2013-06-01,3,0,10,30,17,40
1247,291514,2013-07-01,0,0,8,31,23,40
1248,291514,2013-08-01,0,0,9,31,22,40
1249,291514,2013-09-01,2,0,9,30,19,55
1250,291514,2013-10-01,5,3,8,31,18,65
1251,291514,2013-11-01,0,0,9,30,21,115
1252,291514,2013-12-01,0,0,9,31,22,75
1253,291514,2014-01-01,2,1,8,31,21,135
1254,291514,2014-02-01,4,1,8,28,16,45
1255,291514,2014-03-01,0,0,10,31,21,70
1256,291514,2014-04-01,1,0,8,30,21,130
1257,291514,2014-05-01,2,2,9,31,20,75
1258,291514,2014-06-01,1,0,9,30,20,55
1259,291514,2014-07-01,0,0,8,31,23,85
1260,291514,2014-08-01,0,0,10,31,21,50
1261,291514,2014-09-01,1,3,8,30,21,80
1262,291514,2014-10-01,5,3,8,31,18,90
1263,291514,2014-11-01,0,0,10,30,20,85
1264,291514,2014-12-01,0,0,8,31,23,110
1265,291514,2015-01-01,2,1,9,31,20,180
1266,291514,2015-02-01,5,1,8,28,15,130
1267,291514,2015-03-01,0,0,9,31,22,75
1268,291514,2015-04-01,1,0,8,30,21,100
1269,291514,2015-05-01,1,2,10,31,20,165
1270,291514,2015-06-01,1,0,8,30,21,155
1271,291514,2015-07-01,0,0,8,31,23,160
1272,291514,2015-08-01,0,0,10,31,21,140
1273,291514,2015-09-01,2,0,8,30,20,155
1274,291514,2015-10-01,5,3,9,31,17,150
1275,291514,2015-11-01,0,0,9,30,21,155
1276,291514,2015-12-01,0,0,8,31,23,170
1277,291514,2016-01-01,1,0,10,31,20,220
1278,291514,2016-02-01,5,1,8,29,16,150
1279,291514,2016-03-01,0,0,8,31,23,140
1280,291514,2016-04-01,1,0,9,30,20,145
1281,291514,2016-05-01,1,2,9,31,21,100
1282,291514,2016-06-01,2,0,8,30,20,120
1283,291514,2016-07-01,0,0,10,31,21,55
1284,291514,2016-08-01,0,0,8,31,23,95
1285,291514,2016-09-01,2,3,8,30,20,105
1286,291514,2016-10-01,5,3,10,31,16,105
1287,291514,2016-11-01,0,0,8,30,22,60
1288,291514,2016-12-01,0,0,9,31,22,185
1289,291514,2017-01-01,4,1,9,31,18,75
1290,291514,2017-02-01,2,1,8,28,18,35
1291,291514,2017-03-01,0,0,8,31,23,55
1292,291514,2017-04-01,2,0,10,30,18,90
1293,291514,2017-05-01,3,2,8,31,20,75
1294,291514,2017-06-01,0,0,8,30,22,95
1295,291514,2017-07-01,0,0,10,31,21,60
1296,291514,2017-08-01,0,0,8,31,23,50
1297,291514,2017-09-01,0,0,9,30,21,95
1298,291514,2017-10-01,5,3,9,31,17,50
1299,302513,2016-11-01,0,0,8,30,22,34
1300,302513,2016-12-01,0,0,9,31,22,217
1301,302513,2017-01-01,4,1,9,31,18,170
1302,302513,2017-02-01,2,1,8,28,18,89
1303,302513,2017-03-01,0,0,8,31,23,143
1304,302513,2017-04-01,2,0,10,30,18,197
1305,302513,2017-05-01,3,2,8,31,20,116
1306,302513,2017-06-01,0,0,8,30,22,143
1307,302513,2017-07-01,0,0,10,31,21,156
1308,302513,2017-08-01,0,0,8,31,23,95
1309,302513,2017-09-01,0,0,9,30,21,109
1310,302513,2017-10-01,5,3,9,31,17,170
1311,304458,2012-01-01,7,1,9,31,15,499
1312,304458,2012-02-01,0,0,8,29,21,167
1313,304458,2012-03-01,0,0,9,31,22,275
1314,304458,2012-04-01,4,2,9,30,17,141
1315,304458,2012-05-01,1,2,8,31,22,282
1316,304458,2012-06-01,1,0,9,30,20,191
1317,304458,2012-07-01,0,0,9,31,22,282
1318,304458,2012-08-01,0,0,8,31,23,191
1319,304458,2012-09-01,0,0,10,30,20,209
1320,304458,2012-10-01,5,3,8,31,18,132
1321,304458,2012-11-01,0,0,8,30,22,217
1322,304458,2012-12-01,0,0,10,31,21,84
1323,304458,2013-01-01,3,1,8,31,20,348
1324,304458,2013-02-01,5,1,8,28,15,141
1325,304458,2013-03-01,0,0,10,31,21,91
1326,304458,2013-04-01,4,0,8,30,18,116
1327,304458,2013-05-01,1,2,8,31,22,241
1328,304458,2013-06-01,3,0,10,30,17,215
1329,304458,2013-07-01,0,0,8,31,23,323
1330,304458,2013-08-01,0,0,9,31,22,299
1331,304458,2013-09-01,2,0,9,30,19,307
1332,304458,2013-10-01,5,3,8,31,18,258
1333,304458,2013-11-01,0,0,9,30,21,183
1334,304458,2013-12-01,0,0,9,31,22,150
1335,304458,2014-01-01,2,1,8,31,21,373
1336,304458,2014-02-01,4,1,8,28,16,107
1337,304458,2014-03-01,0,0,10,31,21,100
1338,304458,2014-04-01,1,0,8,30,21,175
1339,304458,2014-05-01,2,2,9,31,20,207
1340,304458,2014-06-01,1,0,9,30,20,100
1341,304458,2014-07-01,0,0,8,31,23,158
1342,304458,2014-08-01,0,0,10,31,21,334
1343,304458,2014-09-01,1,3,8,30,21,366
1344,304458,2014-10-01,5,3,8,31,18,331
1345,304458,2014-11-01,0,0,10,30,20,432
1346,304458,2014-12-01,0,0,8,31,23,581
1347,304458,2015-01-01,2,1,9,31,20,672
1348,304458,2015-02-01,5,1,8,28,15,580
1349,304458,2015-03-01,0,0,9,31,22,356
1350,304458,2015-04-01,1,0,8,30,21,331
1351,304458,2015-05-01,1,2,10,31,20,440
1352,304458,2015-06-01,1,0,8,30,21,440
1353,304458,2015-07-01,0,0,8,31,23,606
1354,304458,2015-08-01,0,0,10,31,21,522
1355,304458,2015-09-01,2,0,8,30,20,597
1356,304458,2015-10-01,5,3,9,31,17,640
1357,304458,2015-11-01,0,0,9,30,21,605
1358,304458,2015-12-01,0,0,8,31,23,905
1359,304458,2016-01-01,1,0,10,31,20,480
1360,304458,2016-02-01,5,1,8,29,16,349
1361,304458,2016-03-01,0,0,8,31,23,481
1362,304458,2016-04-01,1,0,9,30,20,747
1363,304458,2016-05-01,1,2,9,31,21,390
1364,304458,2016-06-01,2,0,8,30,20,449
1365,304458,2016-07-01,0,0,10,31,21,432
1366,304458,2016-08-01,0,0,8,31,23,532
1367,304458,2016-09-01,2,3,8,30,20,565
1368,304458,2016-10-01,5,3,10,31,16,298
1369,304458,2016-11-01,0,0,8,30,22,432
1370,304458,2016-12-01,0,0,9,31,22,739
1371,304458,2017-01-01,4,1,9,31,18,448
1372,304458,2017-02-01,2,1,8,28,18,490
1373,304458,2017-03-01,0,0,8,31,23,548
1374,304458,2017-04-01,2,0,10,30,18,506
1375,304458,2017-05-01,3,2,8,31,20,448
1376,304458,2017-06-01,0,0,8,30,22,473
1377,304458,2017-07-01,0,0,10,31,21,706
1378,304458,2017-08-01,0,0,8,31,23,731
1379,304458,2017-09-01,0,0,9,30,21,605
1380,304458,2017-10-01,5,3,9,31,17,373
1381,308913,2013-07-01,0,0,8,31,23,114
1382,308913,2013-08-01,0,0,9,31,22,238
1383,308913,2013-09-01,2,0,9,30,19,197
1384,308913,2013-10-01,5,3,8,31,18,402
1385,308913,2013-11-01,0,0,9,30,21,319
1386,308913,2013-12-01,0,0,9,31,22,262
1387,308913,2014-01-01,2,1,8,31,21,476
1388,308913,2014-02-01,4,1,8,28,16,205
1389,308913,2014-03-01,0,0,10,31,21,278
1390,308913,2014-04-01,1,0,8,30,21,320
1391,308913,2014-05-01,2,2,9,31,20,311
1392,308913,2014-06-01,1,0,9,30,20,213
1393,308913,2014-07-01,0,0,8,31,23,189
1394,308913,2014-08-01,0,0,10,31,21,304
1395,308913,2014-09-01,1,3,8,30,21,500
1396,308913,2014-10-01,5,3,8,31,18,401
1397,308913,2014-11-01,0,0,10,30,20,297
1398,308913,2014-12-01,0,0,8,31,23,378
1399,308913,2015-01-01,2,1,9,31,20,796
1400,308913,2015-02-01,5,1,8,28,15,501
1401,308913,2015-03-01,0,0,9,31,22,312
1402,308913,2015-04-01,1,0,8,30,21,295
1403,308913,2015-05-01,1,2,10,31,20,303
1404,308913,2015-06-01,1,0,8,30,21,312
1405,308913,2015-07-01,0,0,8,31,23,311
1406,308913,2015-08-01,0,0,10,31,21,278
1407,308913,2015-09-01,2,0,8,30,20,196
1408,308913,2015-10-01,5,3,9,31,17,253
1409,308913,2015-11-01,0,0,9,30,21,328
1410,308913,2015-12-01,0,0,8,31,23,254
1411,308913,2016-01-01,1,0,10,31,20,262
1412,308913,2016-02-01,5,1,8,29,16,122
1413,308913,2016-03-01,0,0,8,31,23,180
1414,308913,2016-04-01,1,0,9,30,20,205
1415,308913,2016-05-01,1,2,9,31,21,107
1416,308913,2016-06-01,2,0,8,30,20,123
1417,308913,2016-07-01,0,0,10,31,21,148
1418,308913,2016-08-01,0,0,8,31,23,123
1419,308913,2016-09-01,2,3,8,30,20,188
1420,308913,2016-10-01,5,3,10,31,16,213
1421,308913,2016-11-01,0,0,8,30,22,148
1422,308913,2016-12-01,0,0,9,31,22,81
1423,308913,2017-01-01,4,1,9,31,18,82
1424,308913,2017-02-01,2,1,8,28,18,49
1425,308913,2017-03-01,0,0,8,31,23,41
1426,308913,2017-04-01,2,0,10,30,18,57
1427,308913,2017-05-01,3,2,8,31,20,74
1428,308913,2017-06-01,0,0,8,30,22,123
1429,308913,2017-07-01,0,0,10,31,21,122
1430,308913,2017-08-01,0,0,8,31,23,237
1431,308913,2017-09-01,0,0,9,30,21,132
1432,308913,2017-10-01,5,3,9,31,17,139
1433,321683,2012-01-01,7,1,9,31,15,478
1434,321683,2012-02-01,0,0,8,29,21,248
1435,321683,2012-03-01,0,0,9,31,22,172
1436,321683,2012-04-01,4,2,9,30,17,207
1437,321683,2012-05-01,1,2,8,31,22,342
1438,321683,2012-06-01,1,0,9,30,20,529
1439,321683,2012-07-01,0,0,9,31,22,836
1440,321683,2012-08-01,0,0,8,31,23,646
1441,321683,2012-09-01,0,0,10,30,20,750
1442,321683,2012-10-01,5,3,8,31,18,809
1443,321683,2012-11-01,0,0,8,30,22,512
1444,321683,2012-12-01,0,0,10,31,21,630
1445,321683,2013-01-01,3,1,8,31,20,792
1446,321683,2013-02-01,5,1,8,28,15,442
1447,321683,2013-03-01,0,0,10,31,21,494
1448,321683,2013-04-01,4,0,8,30,18,477
1449,321683,2013-05-01,1,2,8,31,22,912
1450,321683,2013-06-01,3,0,10,30,17,750
1451,321683,2013-07-01,0,0,8,31,23,1030
1452,321683,2013-08-01,0,0,9,31,22,783
1453,321683,2013-09-01,2,0,9,30,19,987
1454,321683,2013-10-01,5,3,8,31,18,953
1455,321683,2013-11-01,0,0,9,30,21,877
1456,321683,2013-12-01,0,0,9,31,22,724
1457,321683,2014-01-01,2,1,8,31,21,1369
1458,321683,2014-02-01,4,1,8,28,16,826
1459,321683,2014-03-01,0,0,10,31,21,1030
1460,321683,2014-04-01,1,0,8,30,21,1251
1461,321683,2014-05-01,2,2,9,31,20,1387
1462,321683,2014-06-01,1,0,9,30,20,1105
1463,321683,2014-07-01,0,0,8,31,23,1413
1464,321683,2014-08-01,0,0,10,31,21,1386
1465,321683,2014-09-01,1,3,8,30,21,1395
1466,321683,2014-10-01,5,3,8,31,18,1380
1467,321683,2014-11-01,0,0,10,30,20,971
1468,321683,2014-12-01,0,0,8,31,23,954
1469,321683,2015-01-01,2,1,9,31,20,1837
1470,321683,2015-02-01,5,1,8,28,15,1175
1471,321683,2015-03-01,0,0,9,31,22,1165
1472,321683,2015-04-01,1,0,8,30,21,997
1473,321683,2015-05-01,1,2,10,31,20,1167
1474,321683,2015-06-01,1,0,8,30,21,1550
1475,321683,2015-07-01,0,0,8,31,23,1312
1476,321683,2015-08-01,0,0,10,31,21,1592
1477,321683,2015-09-01,2,0,8,30,20,1966
1478,321683,2015-10-01,5,3,9,31,17,1573
1479,321683,2015-11-01,0,0,9,30,21,1515
1480,321683,2015-12-01,0,0,8,31,23,1183
1481,321683,2016-01-01,1,0,10,31,20,1624
1482,321683,2016-02-01,5,1,8,29,16,980
1483,321683,2016-03-01,0,0,8,31,23,1726
1484,321683,2016-04-01,1,0,9,30,20,1149
1485,321683,2016-05-01,1,2,9,31,21,1727
1486,321683,2016-06-01,2,0,8,30,20,1498
1487,321683,2016-07-01,0,0,10,31,21,1820
1488,321683,2016-08-01,0,0,8,31,23,1828
1489,321683,2016-09-01,2,3,8,30,20,2024
1490,321683,2016-10-01,5,3,10,31,16,1879
1491,321683,2016-11-01,0,0,8,30,22,2262
1492,321683,2016-12-01,0,0,9,31,22,2628
1493,321683,2017-01-01,4,1,9,31,18,851
1494,321683,2017-02-01,2,1,8,28,18,844
1495,321683,2017-03-01,0,0,8,31,23,1633
1496,321683,2017-04-01,2,0,10,30,18,1531
1497,321683,2017-05-01,3,2,8,31,20,1488
1498,321683,2017-06-01,0,0,8,30,22,1464
1499,321683,2017-07-01,0,0,10,31,21,1795
1500,321683,2017-08-01,0,0,8,31,23,1914
1501,321683,2017-09-01,0,0,9,30,21,2067
1502,321683,2017-10-01,5,3,9,31,17,2186
1503,340175,2017-07-01,0,0,10,31,21,9
1504,340175,2017-08-01,0,0,8,31,23,178
1505,340175,2017-09-01,0,0,9,30,21,244
1506,340175,2017-10-01,5,3,9,31,17,113
1507,347384,2012-10-01,5,3,8,31,18,175
1508,347384,2012-11-01,0,0,8,30,22,717
1509,347384,2012-12-01,0,0,10,31,21,2070
1510,347384,2013-01-01,3,1,8,31,20,2281
1511,347384,2013-02-01,5,1,8,28,15,1812
1512,347384,2013-03-01,0,0,10,31,21,1692
1513,347384,2013-04-01,4,0,8,30,18,1812
1514,347384,2013-05-01,1,2,8,31,22,2291
1515,347384,2013-06-01,3,0,10,30,17,1583
1516,347384,2013-07-01,0,0,8,31,23,2024
1517,347384,2013-08-01,0,0,9,31,22,1921
1518,347384,2013-09-01,2,0,9,30,19,2446
1519,347384,2013-10-01,5,3,8,31,18,1848
1520,347384,2013-11-01,0,0,9,30,21,2126
1521,347384,2013-12-01,0,0,9,31,22,2824
1522,347384,2014-01-01,2,1,8,31,21,4856
1523,347384,2014-02-01,4,1,8,28,16,2088
1524,347384,2014-03-01,0,0,10,31,21,2152
1525,347384,2014-04-01,1,0,8,30,21,2088
1526,347384,2014-05-01,2,2,9,31,20,2310
1527,347384,2014-06-01,1,0,9,30,20,1997
1528,347384,2014-07-01,0,0,8,31,23,2872
1529,347384,2014-08-01,0,0,10,31,21,2493
1530,347384,2014-09-01,1,3,8,30,21,3322
1531,347384,2014-10-01,5,3,8,31,18,3045
1532,347384,2014-11-01,0,0,10,30,20,2538
1533,347384,2014-12-01,0,0,8,31,23,3461
1534,347384,2015-01-01,2,1,9,31,20,5337
1535,347384,2015-02-01,5,1,8,28,15,4270
1536,347384,2015-03-01,0,0,9,31,22,2438
1537,347384,2015-04-01,1,0,8,30,21,2025
1538,347384,2015-05-01,1,2,10,31,20,2355
1539,347384,2015-06-01,1,0,8,30,21,1794
1540,347384,2015-07-01,0,0,8,31,23,1839
1541,347384,2015-08-01,0,0,10,31,21,2235
1542,347384,2015-09-01,2,0,8,30,20,3791
1543,347384,2015-10-01,5,3,9,31,17,6255
1544,347384,2015-11-01,0,0,9,30,21,3037
1545,347384,2015-12-01,0,0,8,31,23,7066
1546,347384,2016-01-01,1,0,10,31,20,4278
1547,347384,2016-02-01,5,1,8,29,16,3091
1548,347384,2016-03-01,0,0,8,31,23,1361
1549,347384,2016-04-01,1,0,9,30,20,663
1550,347384,2016-05-01,1,2,9,31,21,2345
1551,347384,2016-06-01,2,0,8,30,20,3661
1552,347384,2016-07-01,0,0,10,31,21,2419
1553,347384,2016-08-01,0,0,8,31,23,2465
1554,347384,2016-09-01,2,3,8,30,20,4002
1555,347384,2016-10-01,5,3,10,31,16,3238
1556,347384,2016-11-01,0,0,8,30,22,3873
1557,347384,2016-12-01,0,0,9,31,22,7563
1558,347384,2017-01-01,4,1,9,31,18,3579
1559,347384,2017-02-01,2,1,8,28,18,2235
1560,347384,2017-03-01,0,0,8,31,23,1610
1561,347384,2017-04-01,2,0,10,30,18,1702
1562,347384,2017-05-01,3,2,8,31,20,2751
1563,347384,2017-06-01,0,0,8,30,22,2475
1564,347384,2017-07-01,0,0,10,31,21,2558
1565,347384,2017-08-01,0,0,8,31,23,1527
1566,347384,2017-09-01,0,0,9,30,21,2613
1567,347384,2017-10-01,5,3,9,31,17,2898
1568,348641,2015-09-01,2,0,8,30,20,64
1569,348641,2015-10-01,5,3,9,31,17,202
1570,348641,2015-11-01,0,0,9,30,21,321
1571,348641,2015-12-01,0,0,8,31,23,312
1572,348641,2016-01-01,1,0,10,31,20,671
1573,348641,2016-02-01,5,1,8,29,16,267
1574,348641,2016-03-01,0,0,8,31,23,331
1575,348641,2016-04-01,1,0,9,30,20,378
1576,348641,2016-05-01,1,2,9,31,21,341
1577,348641,2016-06-01,2,0,8,30,20,414
1578,348641,2016-07-01,0,0,10,31,21,294
1579,348641,2016-08-01,0,0,8,31,23,570
1580,348641,2016-09-01,2,3,8,30,20,515
1581,348641,2016-10-01,5,3,10,31,16,506
1582,348641,2016-11-01,0,0,8,30,22,617
1583,348641,2016-12-01,0,0,9,31,22,1261
1584,348641,2017-01-01,4,1,9,31,18,451
1585,348641,2017-02-01,2,1,8,28,18,257
1586,348641,2017-03-01,0,0,8,31,23,451
1587,348641,2017-04-01,2,0,10,30,18,414
1588,348641,2017-05-01,3,2,8,31,20,488
1589,348641,2017-06-01,0,0,8,30,22,387
1590,348641,2017-07-01,0,0,10,31,21,442
1591,348641,2017-08-01,0,0,8,31,23,413
1592,348641,2017-09-01,0,0,9,30,21,405
1593,348641,2017-10-01,5,3,9,31,17,340
1594,349023,2012-01-01,7,1,9,31,15,2522
1595,349023,2012-02-01,0,0,8,29,21,1571
1596,349023,2012-03-01,0,0,9,31,22,2106
1597,349023,2012-04-01,4,2,9,30,17,1436
1598,349023,2012-05-01,1,2,8,31,22,2571
1599,349023,2012-06-01,1,0,9,30,20,2425
1600,349023,2012-07-01,0,0,9,31,22,2367
1601,349023,2012-08-01,0,0,8,31,23,2009
1602,349023,2012-09-01,0,0,10,30,20,2202
1603,349023,2012-10-01,5,3,8,31,18,3154
1604,349023,2012-11-01,0,0,8,30,22,2114
1605,349023,2012-12-01,0,0,10,31,21,1969
1606,349023,2013-01-01,3,1,8,31,20,4123
1607,349023,2013-02-01,5,1,8,28,15,1863
1608,349023,2013-03-01,0,0,10,31,21,1717
1609,349023,2013-04-01,4,0,8,30,18,2386
1610,349023,2013-05-01,1,2,8,31,22,3269
1611,349023,2013-06-01,3,0,10,30,17,1921
1612,349023,2013-07-01,0,0,8,31,23,2697
1613,349023,2013-08-01,0,0,9,31,22,2939
1614,349023,2013-09-01,2,0,9,30,19,3348
1615,349023,2013-10-01,5,3,8,31,18,3260
1616,349023,2013-11-01,0,0,9,30,21,3037
1617,349023,2013-12-01,0,0,9,31,22,2552
1618,349023,2014-01-01,2,1,8,31,21,4860
1619,349023,2014-02-01,4,1,8,28,16,2135
1620,349023,2014-03-01,0,0,10,31,21,1960
1621,349023,2014-04-01,1,0,8,30,21,2271
1622,349023,2014-05-01,2,2,9,31,20,2328
1623,349023,2014-06-01,1,0,9,30,20,1891
1624,349023,2014-07-01,0,0,8,31,23,2435
1625,349023,2014-08-01,0,0,10,31,21,2502
1626,349023,2014-09-01,1,3,8,30,21,2853
1627,349023,2014-10-01,5,3,8,31,18,1871
1628,349023,2014-11-01,0,0,10,30,20,1407
1629,349023,2014-12-01,0,0,8,31,23,2088
1630,349023,2015-01-01,2,1,9,31,20,4434
1631,349023,2015-02-01,5,1,8,28,15,3163
1632,349023,2015-03-01,0,0,9,31,22,1824
1633,349023,2015-04-01,1,0,8,30,21,1815
1634,349023,2015-05-01,1,2,10,31,20,2008
1635,349023,2015-06-01,1,0,8,30,21,1737
1636,349023,2015-07-01,0,0,8,31,23,1930
1637,349023,2015-08-01,0,0,10,31,21,1455
1638,349023,2015-09-01,2,0,8,30,20,1951
1639,349023,2015-10-01,5,3,9,31,17,1698
1640,349023,2015-11-01,0,0,9,30,21,1582
1641,349023,2015-12-01,0,0,8,31,23,1814
1642,349023,2016-01-01,1,0,10,31,20,1960
1643,349023,2016-02-01,5,1,8,29,16,1271
1644,349023,2016-03-01,0,0,8,31,23,815
1645,349023,2016-04-01,1,0,9,30,20,1135
1646,349023,2016-05-01,1,2,9,31,21,1038
1647,349023,2016-06-01,2,0,8,30,20,777
1648,349023,2016-07-01,0,0,10,31,21,1155
1649,349023,2016-08-01,0,0,8,31,23,1659
1650,349023,2016-09-01,2,3,8,30,20,1640
1651,349023,2016-10-01,5,3,10,31,16,923
1652,349023,2016-11-01,0,0,8,30,22,904
1653,349023,2016-12-01,0,0,9,31,22,2105
1654,349023,2017-01-01,4,1,9,31,18,727
1655,349023,2017-02-01,2,1,8,28,18,486
1656,349023,2017-03-01,0,0,8,31,23,785
1657,349023,2017-04-01,2,0,10,30,18,562
1658,349023,2017-05-01,3,2,8,31,20,748
1659,349023,2017-06-01,0,0,8,30,22,612
1660,349023,2017-07-01,0,0,10,31,21,786
1661,349023,2017-08-01,0,0,8,31,23,679
1662,349023,2017-09-01,0,0,9,30,21,941
1663,349023,2017-10-01,5,3,9,31,17,941
1664,350259,2015-01-01,2,1,9,31,20,48
1665,350259,2015-02-01,5,1,8,28,15,119
1666,350259,2015-03-01,0,0,9,31,22,206
1667,350259,2015-04-01,1,0,8,30,21,245
1668,350259,2015-05-01,1,2,10,31,20,349
1669,350259,2015-06-01,1,0,8,30,21,325
1670,350259,2015-07-01,0,0,8,31,23,325
1671,350259,2015-08-01,0,0,10,31,21,538
1672,350259,2015-09-01,2,0,8,30,20,538
1673,350259,2015-10-01,5,3,9,31,17,538
1674,350259,2015-11-01,0,0,9,30,21,585
1675,350259,2015-12-01,0,0,8,31,23,657
1676,350259,2016-01-01,1,0,10,31,20,515
1677,350259,2016-02-01,5,1,8,29,16,142
1678,350259,2016-03-01,0,0,8,31,23,506
1679,350259,2016-04-01,1,0,9,30,20,545
1680,350259,2016-05-01,1,2,9,31,21,363
1681,350259,2016-06-01,2,0,8,30,20,347
1682,350259,2016-07-01,0,0,10,31,21,419
1683,350259,2016-08-01,0,0,8,31,23,427
1684,350259,2016-09-01,2,3,8,30,20,372
1685,350259,2016-10-01,5,3,10,31,16,340
1686,350259,2016-11-01,0,0,8,30,22,513
1687,350259,2016-12-01,0,0,9,31,22,711
1688,350259,2017-01-01,4,1,9,31,18,324
1689,350259,2017-02-01,2,1,8,28,18,292
1690,350259,2017-03-01,0,0,8,31,23,530
1691,350259,2017-04-01,2,0,10,30,18,348
1692,350259,2017-05-01,3,2,8,31,20,419
1693,350259,2017-06-01,0,0,8,30,22,379
1694,350259,2017-07-01,0,0,10,31,21,513
1695,350259,2017-08-01,0,0,8,31,23,490
1696,350259,2017-09-01,0,0,9,30,21,640
1697,350259,2017-10-01,5,3,9,31,17,577
1698,354068,2012-01-01,7,1,9,31,15,460
1699,354068,2012-02-01,0,0,8,29,21,202
1700,354068,2012-03-01,0,0,9,31,22,322
1701,354068,2012-04-01,4,2,9,30,17,184
1702,354068,2012-05-01,1,2,8,31,22,303
1703,354068,2012-06-01,1,0,9,30,20,230
1704,354068,2012-07-01,0,0,9,31,22,414
1705,354068,2012-08-01,0,0,8,31,23,415
1706,354068,2012-09-01,0,0,10,30,20,440
1707,354068,2012-10-01,5,3,8,31,18,350
1708,354068,2012-11-01,0,0,8,30,22,404
1709,354068,2012-12-01,0,0,10,31,21,469
1710,354068,2013-01-01,3,1,8,31,20,1167
1711,354068,2013-02-01,5,1,8,28,15,633
1712,354068,2013-03-01,0,0,10,31,21,469
1713,354068,2013-04-01,4,0,8,30,18,533
1714,354068,2013-05-01,1,2,8,31,22,884
1715,354068,2013-06-01,3,0,10,30,17,496
1716,354068,2013-07-01,0,0,8,31,23,525
1717,354068,2013-08-01,0,0,9,31,22,542
1718,354068,2013-09-01,2,0,9,30,19,736
1719,354068,2013-10-01,5,3,8,31,18,533
1720,354068,2013-11-01,0,0,9,30,21,635
1721,354068,2013-12-01,0,0,9,31,22,680
1722,354068,2014-01-01,2,1,8,31,21,718
1723,354068,2014-02-01,4,1,8,28,16,396
1724,354068,2014-03-01,0,0,10,31,21,478
1725,354068,2014-04-01,1,0,8,30,21,552
1726,354068,2014-05-01,2,2,9,31,20,616
1727,354068,2014-06-01,1,0,9,30,20,321
1728,354068,2014-07-01,0,0,8,31,23,580
1729,354068,2014-08-01,0,0,10,31,21,570
1730,354068,2014-09-01,1,3,8,30,21,634
1731,354068,2014-10-01,5,3,8,31,18,616
1732,354068,2014-11-01,0,0,10,30,20,358
1733,354068,2014-12-01,0,0,8,31,23,396
1734,354068,2015-01-01,2,1,9,31,20,1389
1735,354068,2015-02-01,5,1,8,28,15,774
1736,354068,2015-03-01,0,0,9,31,22,533
1737,354068,2015-04-01,1,0,8,30,21,451
1738,354068,2015-05-01,1,2,10,31,20,532
1739,354068,2015-06-01,1,0,8,30,21,422
1740,354068,2015-07-01,0,0,8,31,23,396
1741,354068,2015-08-01,0,0,10,31,21,534
1742,354068,2015-09-01,2,0,8,30,20,596
1743,354068,2015-10-01,5,3,9,31,17,652
1744,354068,2015-11-01,0,0,9,30,21,568
1745,354068,2015-12-01,0,0,8,31,23,653
1746,354068,2016-01-01,1,0,10,31,20,809
1747,354068,2016-02-01,5,1,8,29,16,350
1748,354068,2016-03-01,0,0,8,31,23,330
1749,354068,2016-04-01,1,0,9,30,20,533
1750,354068,2016-05-01,1,2,9,31,21,496
1751,354068,2016-06-01,2,0,8,30,20,386
1752,354068,2016-07-01,0,0,10,31,21,468
1753,354068,2016-08-01,0,0,8,31,23,552
1754,354068,2016-09-01,2,3,8,30,20,901
1755,354068,2016-10-01,5,3,10,31,16,736
1756,354068,2016-11-01,0,0,8,30,22,1077
1757,354068,2016-12-01,0,0,9,31,22,1601
1758,354068,2017-01-01,4,1,9,31,18,442
1759,354068,2017-02-01,2,1,8,28,18,552
1760,354068,2017-03-01,0,0,8,31,23,634
1761,354068,2017-04-01,2,0,10,30,18,469
1762,354068,2017-05-01,3,2,8,31,20,579
1763,354068,2017-06-01,0,0,8,30,22,525
1764,354068,2017-07-01,0,0,10,31,21,846
1765,354068,2017-08-01,0,0,8,31,23,607
1766,354068,2017-09-01,0,0,9,30,21,920
1767,354068,2017-10-01,5,3,9,31,17,460
1768,356986,2013-09-01,2,0,9,30,19,84
1769,356986,2013-10-01,5,3,8,31,18,91
1770,356986,2013-11-01,0,0,9,30,21,210
1771,356986,2013-12-01,0,0,9,31,22,196
